current_mapping	objective_function_value
[0.32892136, 0.56140356, 0.74925642]	0.6740086158430298
[0.32892136, 0.56140356, 0.74925642]	0.6740086158430298
[0.32892136, 0.56140356, 0.74925642]	0.6740086158430298
[0.32892136, 0.56140356, 0.74925642]	0.6740086158430298
[0.32892136, 0.56140356, 0.74925642]	0.6740086158430298
[0.32892136, 0.56140356, 0.74925642]	0.6740086158430298
[0.32892136, 0.56140356, 0.74925642]	0.6740086158430298
[0.32892136, 0.56140356, 0.74925642]	0.6740086158430298
[0.32892136, 0.56140356, 0.74925642]	0.6740086158430298
[0.32892136, 0.56140356, 0.74925642]	0.6740086158430298
[0.32892136, 0.56140356, 0.74925642]	0.6740086158430298
[0.32892136, 0.56140356, 0.74925642]	0.6740086158430298
[0.32892136, 0.56140356, 0.74925642]	0.6740086158430298
[0.32892136, 0.56140356, 0.74925642]	0.6740086158430298
[0.32892136, 0.56140356, 0.74925642]	0.6740086158430298
[0.32892136, 0.56140356, 0.74925642]	0.6740086158430298
[0.32892136, 0.56140356, 0.74925642]	0.6740086158430298
[0.32892136, 0.56140356, 0.74925642]	0.6740086158430298
[0.32892136, 0.56140356, 0.74925642]	0.6740086158430298
[0.32892136, 0.56140356, 0.74925642]	0.6740086158430298
[0.32892136, 0.56140356, 0.74925642]	0.6740086158430298
[0.32892136, 0.56140356, 0.74925642]	0.6740086158430298
[0.32892136, 0.56140356, 0.74925642]	0.6740086158430298
[0.32892136, 0.56140356, 0.74925642]	0.6740086158430298
[0.32910408810374636, 0.5614063069481885, 0.7492585624544611]	0.6740653370729035
[0.32910408810374636, 0.5614063069481885, 0.7492585624544611]	0.6740653370729035
[0.32910408810374636, 0.5614063069481885, 0.7492585624544611]	0.6740653370729035
